KW,LO IN TEMP,SCAV TEMP,FO TEMP,TC IN TEMP,TC OUT TEMP,LO PRESS,FO PRESS,CW PRESS,SCAV AIR PRESS,TC LO PRESS,Rack Index,AvgEGT
270,62,32.0,78,541,480,4.9,7.7,3.4,0.9,2.6,19.1,430.6666666666667
370,60,31.0,77,523,388,4.9,6.9,3.2,1.5,4.7,22.1,364.1666666666667
462,62,32.0,82,549,431,5.0,8.1,3.3,1.8,2.6,24.86,464.0
185,60,32.0,89,502,451,5.2,8.4,3.2,0.7,3.0,16.55,420.3333333333333
176,61,33.0,89,510,431,4.9,8.9,3.2,0.6,3.0,16.28,401.1666666666667
160,60,32.0,89,517,463,5.4,8.5,3.4,0.4,3.0,15.8,425.6666666666667
150,61,31.0,89,507,429,4.9,8.7,3.4,0.4,2.9,15.5,400.6666666666667
200,60,31.0,84,526,460,5.4,9.0,3.4,0.5,2.9,17.0,430.0
190,61,31.0,84,518,464,5.0,8.8,3.4,0.5,2.9,16.7,411.3333333333333
225,60,32.0,85,558,458,5.4,9.1,3.4,0.6,2.9,17.75,433.0
208,61,31.0,85,511,466,5.0,8.7,3.4,0.6,2.8,17.24,442.6666666666667
190,60,31.0,84,565,458,5.4,8.7,2.9,0.7,2.9,16.7,428.6666666666667
198,61,31.0,85,508,465,4.9,8.8,3.4,0.6,2.8,16.94,429.0
200,60,31.0,85,550,460,5.5,8.6,3.0,0.7,2.9,17.0,426.5
210,61,31.0,85,505,465,5.0,8.7,3.4,0.6,2.8,17.3,429.8333333333333
170,61,32.0,84,528,462,5.4,9.0,3.4,0.6,3.0,16.1,433.3333333333333
180,61,31.0,85,524,466,4.5,8.8,3.4,0.5,2.8,16.4,421.5
217,62,32.0,88,560,464,5.3,8.8,3.4,0.7,2.9,17.51,445.5
219,61,30.0,87,524,469,4.8,8.6,3.4,0.7,2.6,17.57,426.6666666666667
179,61,31.0,85,549,467,5.3,8.7,3.4,0.5,3.0,16.37,432.1666666666667
170,61,31.0,85,508,464,4.7,8.8,3.5,0.4,2.9,16.1,410.5
201,61,32.0,88,552,453,5.4,8.7,3.5,0.7,3.0,17.03,432.3333333333333
201,61,30.0,88,524,467,4.7,8.7,3.4,0.6,2.7,17.03,420.3333333333333
290,61,32.0,78,532,464,5.3,8.8,3.5,0.9,3.0,19.7,335.6666666666667
300,60,33.0,88,528,408,5.2,8.8,3.2,0.9,3.2,20.0,433.3333333333333
177,61,32.0,86,541,466,5.2,9.2,3.6,0.9,2.9,16.31,430.8333333333333
174,61,30.0,85,517,466,4.8,8.6,3.4,0.6,2.6,16.22,412.0
260,62,32.0,83,540,440,5.3,9.0,3.5,0.9,2.9,18.8,438.3333333333333
287,62,30.0,83,557,461,4.7,8.9,3.4,0.8,2.5,19.61,447.0
205,61,32.0,86,537,470,5.3,8.9,3.5,0.9,2.8,17.15,437.8333333333333
189,61,30.0,85,515,469,4.7,8.8,3.4,0.5,2.8,16.67,413.8333333333333
209,61,31.0,86,517,467,5.4,8.8,3.5,0.9,2.8,17.27,446.6666666666667
205,61,31.0,86,557,473,4.8,8.9,3.4,0.6,2.8,17.15,421.6666666666667
206,61,31.0,83,590,474,5.3,8.3,3.4,0.6,2.9,17.18,444.5
226,60,32.0,82,494,418,4.9,8.4,3.3,0.8,4.8,17.78,360.0
198,61,32.0,82,549,468,5.3,7.7,2.9,0.6,2.9,16.94,436.3333333333333
199,60,31.0,80,487,415,5.0,8.0,3.3,0.6,4.8,16.97,352.8333333333333
310,61,32.0,80,550,480,5.2,7.8,3.0,1.1,3.0,20.3,437.5
389,59,36.0,87,549,405,5.1,7.8,3.3,1.9,2.2,22.67,435.0
379,62,34.0,98,550,440,4.6,7.6,3.3,1.5,2.5,22.37,455.1666666666667
374,62,34.0,101,549,443,4.6,7.9,3.3,1.4,2.5,22.22,453.6666666666667
400,62,33.0,100,550,445,4.5,7.8,3.2,1.4,2.5,23.0,418.3333333333333
410,62,38.0,98,561,413,5.1,7.7,3.5,1.7,2.6,23.3,446.6666666666667
425,61,38.0,101,557,416,5.1,8.9,3.4,1.7,2.6,23.75,452.5
389,61,39.0,96,549,416,5.1,7.6,3.4,1.6,2.6,22.67,442.1666666666667
252,61,36.0,98,532,435,5.1,7.8,3.4,0.9,2.7,18.56,423.3333333333333
250,60,35.0,95,502,422,5.0,7.4,3.4,0.9,4.7,18.5,365.5
240,61,34.0,96,517,436,5.1,8.0,3.5,0.8,2.7,18.2,422.0
227,60,31.0,94,503,417,5.0,7.5,3.4,0.8,4.7,17.81,359.0
220,61,33.0,102,526,435,5.1,8.4,3.5,0.8,2.7,17.6,420.8333333333333
225,60,31.0,100,500,422,5.0,8.0,3.4,0.8,4.7,17.75,361.6666666666667
216,61,35.0,96,528,440,5.1,8.1,3.4,0.8,2.7,17.48,423.1666666666667
217,60,33.0,94,495,422,5.0,7.3,3.4,0.8,4.7,17.51,361.5
429,61,34.0,95,546,380,4.7,7.3,3.2,2.0,4.6,23.87,376.8333333333333
498,61,42.0,96,556,381,4.8,7.2,3.2,2.2,4.7,25.94,384.5
433,60,36.0,94,507,382,4.8,7.3,3.2,1.8,4.7,23.99,376.1666666666667
408,60,34.0,96,508,382,4.8,6.8,3.3,1.7,4.7,23.24,372.8333333333333
487,61,40.0,95,548,374,4.7,7.0,3.2,2.2,4.6,25.61,382.1666666666667
383,60,36.0,98,501,389,4.7,7.1,3.3,1.7,4.7,22.49,363.3333333333333
375,60,37.0,98,498,377,4.8,7.0,3.2,1.7,4.7,22.25,365.1666666666667
416,60,37.0,97,500,380,4.8,7.2,3.3,1.6,4.7,23.48,365.5
462,60,40.0,94,540,374,4.7,7.1,3.2,2.1,4.6,24.86,376.5
200,59,31.0,98,483,397,4.8,7.4,3.5,0.8,4.8,17.0,340.3333333333333
200,61,32.0,98,532,461,4.7,7.6,3.6,0.7,4.6,17.0,417.8333333333333
135,59,30.0,101,469,401,4.9,7.9,3.4,0.6,4.8,15.05,350.5
123,61,30.0,105,527,453,4.6,8.2,3.6,0.7,2.5,14.69,418.0
200,59,30.0,102,500,427,5.2,9.3,3.6,0.6,4.7,17.0,405.8333333333333
194,59,30.0,102,480,408,5.0,9.3,3.5,0.7,4.7,16.82,345.1666666666667
150,60,31.0,105,507,427,5.1,8.3,3.6,0.6,2.7,15.5,413.5
180,59,30.0,103,482,408,5.0,8.4,3.5,0.6,4.7,16.4,344.6666666666667
229,61,31.0,103,506,429,5.0,8.2,3.7,0.4,2.7,17.87,415.8333333333333
255,60,30.0,101,483,413,5.0,8.2,3.2,0.8,4.7,18.65,350.1666666666667
198,60,31.0,95,507,424,5.0,7.7,3.6,0.7,2.7,16.94,405.3333333333333
202,59,30.0,94,480,408,5.0,7.6,3.5,0.7,4.7,17.06,347.5
373,61,33.0,99,539,402,4.9,8.2,3.5,1.5,2.6,22.19,410.8333333333333
405,62,31.0,98,542,431,4.5,8.2,3.6,1.5,2.5,23.15,450.3333333333333
369,62,31.0,101,536,430,4.5,8.2,3.6,1.5,2.5,22.07,438.3333333333333
174,59,30.0,103,456,406,5.0,7.9,3.5,0.6,4.9,16.22,336.8333333333333
179,61,30.0,108,513,456,4.5,8.0,3.7,0.4,2.6,16.37,406.8333333333333
269,59,30.0,98,474,400,4.9,7.9,3.5,1.0,4.8,19.07,358.0
223,62,30.0,102,533,465,4.3,7.9,3.6,0.8,2.5,17.69,423.1666666666667
223,62,30.0,102,533,465,4.3,7.9,3.6,0.8,2.5,17.69,423.3333333333333
288,59,30.0,96,507,397,4.8,7.9,3.5,1.3,4.7,19.64,350.8333333333333
261,61,30.0,100,556,456,4.2,8.2,3.6,0.6,2.3,18.83,430.1666666666667
209,59,30.0,95,482,405,4.8,7.9,3.4,0.8,4.8,17.27,346.1666666666667
208,62,30.0,100,528,456,4.0,8.1,3.7,0.7,2.2,17.24,415.6666666666667
213,59,30.0,96,486,400,4.8,7.9,3.5,0.8,4.7,17.39,347.8333333333333
205,62,31.0,100,528,456,3.6,8.1,3.7,0.6,2.0,17.15,413.1666666666667
198,61,31.0,100,514,430,4.9,8.1,3.6,0.7,2.7,16.94,409.6666666666667
180,60,30.0,99,486,416,4.9,8.0,3.0,0.6,4.7,16.4,350.3333333333333
197,61,31.0,100,520,427,4.9,8.1,3.6,0.8,2.6,16.91,429.6666666666667
208,60,30.0,98,508,414,4.9,7.9,2.7,0.9,4.6,17.24,344.0
173,60,31.0,99,497,428,4.6,8.4,3.6,0.6,2.6,16.19,407.3333333333333
173,59,30.0,96,476,416,4.9,8.3,2.7,0.6,4.6,16.19,348.6666666666667
189,60,31.0,99,509,427,4.8,8.3,3.6,0.7,2.6,16.67,406.6666666666667
209,60,30.0,98,489,411,4.8,8.2,2.7,0.7,4.6,17.27,366.0
202,59,30.0,92,489,418,4.8,7.4,2.6,0.7,4.6,17.06,348.8333333333333
195,61,30.0,96,537,470,5.0,7.4,3.6,0.5,2.9,16.85,414.5
426,60,43.0,90,507,381,4.6,7.3,2.8,1.8,4.5,23.78,373.3333333333333
419,60,43.0,90,509,381,4.6,7.1,2.6,1.8,4.5,23.57,372.1666666666667
410,60,43.0,91,510,390,4.6,7.6,2.5,1.8,4.5,23.3,374.0
388,60,34.0,95,512,389,4.6,7.1,3.3,1.8,4.4,22.64,369.0
426,60,39.0,100,520,383,4.5,8.7,3.2,1.9,4.4,23.78,375.8333333333333
443,60,42.0,84,516,389,4.6,7.2,3.1,1.8,4.4,24.29,376.8333333333333
219,61,33.0,95,515,406,4.5,7.1,3.4,1.9,4.4,17.57,354.0
463,62,35.0,104,583,441,4.9,7.3,3.5,1.9,2.7,24.89,464.8333333333333
216,61,34.0,104,507,430,4.8,7.6,3.5,0.8,2.6,17.48,417.3333333333333
221,60,33.0,103,506,420,4.7,7.5,3.5,0.8,4.4,17.63,363.1666666666667
176,61,33.0,110,494,428,4.7,8.1,3.6,0.6,2.6,16.28,403.8333333333333
187,60,32.0,108,490,420,4.7,8.1,3.4,0.6,4.4,16.61,352.3333333333333
431,61,40.0,108,551,389,4.4,6.6,3.2,1.9,4.3,23.93,379.8333333333333
469,61,40.0,110,527,434,4.3,7.6,3.3,2.1,4.2,25.07,386.6666666666667
485,61,38.0,106,529,390,4.3,6.8,3.3,2.2,4.2,25.55,389.8333333333333
468,61,41.0,109,557,386,4.3,6.7,3.3,2.0,4.2,25.04,381.6666666666667
440,61,39.0,102,549,383,4.3,7.1,2.8,2.0,4.2,24.2,377.3333333333333
496,61,41.0,103,534,399,4.3,7.0,2.6,2.3,4.2,25.88,388.3333333333333
464,61,41.0,104,528,399,4.3,6.8,3.1,2.0,4.1,24.92,384.1666666666667
470,61,37.0,105,366,533,4.2,6.4,2.9,2.2,4.0,25.1,393.0
479,61,37.0,104,565,388,4.2,6.5,2.5,2.3,4.1,25.37,389.5
465,60,40.0,100,528,388,4.2,7.0,2.9,2.1,4.1,24.95,384.3333333333333
431,60,40.0,100,526,388,4.2,7.0,2.9,2.1,4.1,23.93,377.8333333333333
501,62,37.0,107,575,414,4.8,7.0,3.2,2.0,2.7,26.03,422.0
498,62,37.0,108,574,414,4.8,7.8,3.5,2.0,2.7,25.94,421.3333333333333
444,62,36.0,102,550,414,4.9,7.3,3.5,1.8,2.7,24.32,408.6666666666667
447,62,36.0,102,549,414,4.9,7.3,3.5,1.7,2.7,24.41,407.1666666666667
470,62,36.0,105,560,410,4.8,7.1,3.5,1.8,2.7,25.1,408.0
487,62,37.0,408,569,407,4.8,7.2,3.5,2.1,2.7,25.61,415.6666666666667
501,62,38.0,109,554,408,4.8,7.4,3.5,2.1,2.7,26.03,412.3333333333333
503,62,38.0,108,553,407,4.8,7.1,3.5,2.1,2.7,26.09,418.6666666666667
430,62,36.0,109,562,409,4.9,7.0,3.5,1.8,2.7,23.9,410.1666666666667
490,62,37.0,108,570,403,4.8,7.2,3.5,2.2,2.7,25.7,413.5
499,62,38.0,109,558,408,4.8,7.3,3.5,2.3,2.7,25.97,421.5
492,62,36.0,108,549,406,4.8,7.0,3.5,2.0,2.7,25.76,419.0
461,62,36.0,107,566,406,4.8,7.2,3.5,2.0,2.7,24.83,414.6666666666667
416,62,35.0,106,557,407,4.8,7.4,3.5,1.7,2.7,23.48,404.8333333333333
242,60,0.8,102,490,409,4.3,8.0,3.4,0.8,4.2,18.26,354.3333333333333
200,62,0.7,106,509,441,5.0,8.1,3.6,0.6,2.8,17.0,391.3333333333333
300,60,34.0,102,530,450,4.0,8.2,3.3,1.4,4.0,20.0,391.6666666666667
180,60,34.0,101,480,413,4.1,8.0,3.2,0.6,4.0,16.4,351.6666666666667
198,61,34.0,104,524,444,5.0,8.2,3.3,0.6,2.8,16.94,396.8333333333333
354,62,33.0,106,548,415,4.9,8.0,3.3,1.4,2.7,21.62,400.0
186,61,34.0,104,468,414,4.2,8.0,3.2,0.5,2.7,16.58,346.8333333333333
188,61,34.0,106,512,442,5.0,8.1,3.3,0.5,2.9,16.64,392.3333333333333
283,62,33.0,105,521,431,4.9,8.0,3.3,1.0,2.7,19.49,400.0
130,60,34.0,103,503,414,4.1,7.7,3.2,0.5,5.1,14.9,337.3333333333333
125,61,34.0,107,493,478,5.0,8.1,3.3,0.4,3.0,14.75,382.3333333333333
258,61,34.0,105,531,430,5.0,8.1,3.3,0.9,2.8,18.74,399.5
146,61,34.0,102,449,416,4.0,8.0,3.1,0.6,5.0,15.38,345.0
133,61,34.0,105,490,436,4.9,8.2,3.3,0.4,3.0,14.99,382.1666666666667
159,60,33.0,101,442,413,3.8,7.9,3.4,0.5,5.0,15.77,346.0
140,61,34.0,104,480,432,5.0,8.3,3.5,0.4,3.0,15.2,381.6666666666667
161,60,36.0,100,514,457,3.6,7.8,2.8,0.7,4.9,15.83,342.6666666666667
159,61,34.0,103,517,445,4.9,8.2,3.5,0.5,3.0,15.77,389.5
360,62,34.0,105,551,414,4.8,7.9,3.5,1.4,2.6,21.8,401.1666666666667
183,61,35.0,108,516,433,4.8,8.3,3.5,0.8,2.6,16.49,415.1666666666667
221,62,34.0,109,518,452,4.8,8.2,3.5,0.5,2.7,17.63,404.5
424,62,35.0,106,533,406,4.8,8.1,3.4,1.6,2.6,23.72,405.6666666666667
230,61,35.0,108,506,431,4.7,8.2,3.5,0.8,2.5,17.9,416.5
270,61,33.0,109,524,444,4.9,8.2,3.6,0.7,2.5,19.1,405.6666666666667
200,61,35.0,101,508,432,4.7,8.3,3.5,0.8,2.5,17.0,411.3333333333333
210,62,34.0,105,532,448,4.8,8.2,3.5,0.6,2.7,17.3,400.5
237,62,35.0,107,528,434,4.7,8.3,3.5,0.9,2.4,18.11,426.6666666666667
225,62,34.0,109,517,495,4.8,8.0,3.5,0.7,2.7,17.75,400.8333333333333
223,61,34.0,108,523,431,4.7,8.5,3.5,0.7,2.5,17.69,421.3333333333333
193,61,34.0,109,512,443,4.8,8.2,3.5,0.6,2.6,16.79,399.0
171,61,34.0,104,501,436,4.5,8.4,3.6,0.6,2.5,16.13,411.1666666666667
167,60,33.0,103,537,430,5.2,8.2,3.0,0.6,2.6,16.01,360.3333333333333
232,61,34.0,102,517,433,4.5,8.3,3.5,0.9,2.4,17.96,418.6666666666667
272,60,33.0,102,553,426,5.2,7.9,3.1,0.8,5.6,19.16,353.6666666666667
179,60,33.0,104,459,423,5.2,8.2,3.2,0.5,5.6,16.37,353.5
181,61,33.0,107,502,444,4.9,8.0,3.5,0.5,2.8,16.43,394.6666666666667
179,60,33.0,103,456,420,5.2,8.2,3.3,0.5,5.6,16.37,352.8333333333333
189,61,33.0,106,506,443,4.8,8.0,3.6,0.6,2.7,16.67,396.0
208,60,33.0,102,534,423,5.1,8.0,3.0,0.7,5.6,17.24,357.1666666666667
425,61,33.0,104,525,448,4.8,8.1,3.5,0.6,2.7,23.75,365.8333333333333
188,60,32.0,102,517,418,5.2,8.0,3.9,0.4,5.6,16.64,348.5
177,61,33.0,105,512,449,4.8,8.0,3.5,0.5,2.8,16.31,396.6666666666667
176,60,33.0,102,465,425,5.1,8.0,3.1,0.6,5.6,16.28,361.6666666666667
216,62,33.0,104,515,453,4.7,8.0,3.5,0.6,2.7,17.48,408.8333333333333
182,60,33.0,107,761,424,5.1,7.9,3.0,0.7,5.5,16.46,352.3333333333333
251,61,33.0,110,507,448,4.7,7.8,3.5,0.7,2.7,18.53,408.5
255,60,33.0,107,559,414,5.0,7.8,2.7,1.2,5.5,18.65,383.3333333333333
273,62,33.0,110,533,419,4.6,8.0,3.5,1.3,2.6,19.19,398.5
230,60,32.0,107,533,422,5.1,8.1,2.6,0.7,2.3,17.9,358.6666666666667
229,61,32.0,110,524,440,4.7,8.0,2.5,0.6,2.6,17.87,402.6666666666667
252,60,33.0,108,473,424,5.1,7.9,3.0,0.8,5.5,18.56,368.1666666666667
297,61,33.0,110,515,438,4.7,8.0,3.5,0.8,2.5,19.91,403.0
207,60,33.0,108,458,442,5.1,8.0,3.0,0.9,5.5,17.21,356.3333333333333
227,61,33.0,111,506,443,4.7,8.0,3.5,0.6,2.6,17.81,401.6666666666667
211,60,32.0,103,529,411,5.1,8.1,3.0,1.0,5.3,17.33,350.5
209,61,32.0,106,525,441,4.6,8.1,3.6,0.7,2.6,17.27,400.0
435,62,32.0,99,551,405,4.5,7.9,3.5,1.6,2.5,24.05,405.8333333333333
252,60,31.0,101,469,417,5.1,7.5,2.6,0.9,5.5,18.56,363.8333333333333
248,52,30.0,104,504,433,4.6,7.9,3.5,0.9,2.5,18.44,400.3333333333333
425,63,34.0,104,531,401,4.4,7.8,3.5,1.7,2.5,23.75,407.1666666666667
247,60,32.0,104,539,415,5.1,7.5,3.1,0.8,5.5,18.41,352.1666666666667
252,61,32.0,107,528,421,4.5,8.2,3.6,0.8,2.5,18.56,394.1666666666667
500,60,32.0,105,560,392,4.9,7.7,2.6,1.7,5.5,26.0,371.5
285,61,36.0,105,476,416,5.0,8.0,2.6,1.1,5.5,19.55,369.3333333333333
354,60,31.0,104,489,368,5.0,8.0,2.4,1.4,5.5,21.62,373.0
345,60,31.0,104,557,399,5.0,8.0,2.5,1.4,5.5,21.35,374.1666666666667
386,62,32.0,109,542,309,4.4,8.0,3.5,1.6,2.5,22.58,399.5
366,62,32.0,109,517,406,4.5,8.2,3.5,1.4,2.5,21.98,397.3333333333333
384,62,32.0,109,524,394,4.4,8.1,3.5,1.7,2.5,22.52,397.8333333333333
366,62,33.0,107,546,405,4.3,8.0,3.5,1.7,2.4,21.98,396.8333333333333
408,62,35.0,106,545,396,4.3,7.9,3.5,1.7,2.4,23.24,400.5
350,62,34.0,107,511,400,4.3,8.0,3.5,1.4,2.4,21.5,394.5
373,62,39.0,106,515,393,4.3,8.1,3.5,1.7,2.4,22.19,398.6666666666667
544,60,38.0,107,545,393,5.0,7.8,2.6,1.3,5.5,27.32,371.3333333333333
359,59,31.0,106,546,393,5.1,7.8,2.4,1.4,5.5,21.77,372.3333333333333
387,60,32.0,104,448,392,5.0,8.0,2.6,1.6,5.5,22.61,378.6666666666667
400,61,31.0,108,507,396,5.0,7.7,2.7,1.6,5.5,23.0,383.3333333333333
303,61,31.0,118,531,410,4.3,8.1,3.5,1.2,2.4,20.09,391.0
190,62,32.0,115,545,441,4.4,8.1,3.5,0.6,2.4,16.7,418.5
193,61,30.0,115,495,434,4.2,7.6,3.5,0.6,2.3,16.79,387.0
355,62,35.0,109,512,402,4.0,7.7,3.5,1.4,2.3,21.65,394.5
336,62,32.0,115,536,406,4.0,8.0,3.5,1.3,2.2,21.08,393.5
346,61,36.0,115,540,402,3.9,7.9,3.6,1.3,2.2,21.38,393.1666666666667
201,62,31.0,113,533,436,4.3,8.6,3.6,0.7,2.3,17.03,414.8333333333333
193,62,30.0,114,498,435,3.8,7.9,3.6,0.5,2.1,16.79,384.8333333333333
406,62,37.0,110,561,411,4.1,7.0,3.4,1.8,2.0,23.18,451.6666666666667
195,61,32.0,111,485,415,4.0,8.4,3.5,0.6,2.2,16.85,394.5
210,62,31.0,108,507,436,3.8,8.2,3.5,0.6,2.1,17.3,391.6666666666667
245,61,32.0,106,524,415,4.0,8.1,3.5,0.8,2.1,18.35,402.6666666666667
250,59,30.0,105,517,517,5.2,8.0,3.2,0.8,5.5,18.5,362.3333333333333
240,61,32.0,106,524,415,4.0,8.0,3.6,0.8,2.1,18.2,403.1666666666667
235,59,30.0,105,518,516,5.2,8.1,3.2,0.8,5.5,18.05,361.6666666666667
